name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,title,timestamp,headquarters,state,realTimeWorth,realTimeRank,realTimePosition,squareImage
Helen Johnson-Leipold,Johnson-Leipold,helen-johnson-leipold,helen-johnson-leipold,-1.848,60,cleaning products,Manufacturing,F,United States,,1488028803343,WI,Wisconsin,3841.996,483,483,
Helena Revoredo,Revoredo,helena-revoredo,helena-revoredo,-42.599,70,private security,Service,F,Spain,,1488028803343,,,2131.503,978,978,
Helmut Sohmen,Sohmen,helmut-sohmen,helmut-sohmen,-7.291,77,shipping,Logistics,M,Austria,,1488028803344,,,1805.051,1177,1177,
Heloise Waislitz,Waislitz,heloise-waislitz,heloise-waislitz,-4.063,54,packaging,Manufacturing,F,Australia,,1488028803344,,,1827.249,1160,1160,
Henadiy Boholyubov,Boholyubov,henadiy-boholyubov,henadiy-boholyubov,0,55,"banking, investments",Diversified,M,Ukraine,,1488028803344,,,1392.463,1476,1476,
Henri Beaufour,Beaufour,henri-beaufour,no-pic,7.235,51,pharmaceuticals,Healthcare,M,France,,1488028803343,,,2054.609,1018,1019,
Henry Engelhardt,Engelhardt,henry-engelhardt,henry-engelhardt,-10.671,59,insurance,Finance and Investments,M,United States,"Chief Executive Officer, Admiral Group plc",1488028803344,,,1077.065,1778,1778,
Henry Hillman,Hillman,henry-hillman,henry-hillman,0,98,investments,Finance and Investments,M,United States,,1488028803343,PA,Pennsylvania,2603.36,789,789,http://specials-images.forbesimg.com/imageserve/57e17d284bbe6f6781c52dd5/416x416.jpg?background=000000&cropX1=172&cropX2=679&cropY1=50&cropY2=558
Henry Kravis,Kravis,henry-kravis,henry-kravis,-15.971,73,private equity,Finance and Investments,M,United States,"Co-Chair and Co-CEO, KKR &#38; Co.",1488028803343,NY,New York,4980.08,334,334,http://specials-images.forbesimg.com/imageserve/57e066f94bbe6f6781c52618/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=182&cropY2=926
Henry Nicholas III,Nicholas,henry-nicholas-iii,henry-nicholas-iii,-2.41,57,semiconductors,Technology,M,United States,"Cofounder, Broadcom",1488028803343,CA,California,2982.545,684,684,http://specials-images.forbesimg.com/imageserve/57e173ee31358e16c589bec3/416x416.jpg?background=000000&cropX1=279&cropX2=744&cropY1=68&cropY2=534
Henry Samueli,Samueli,henry-samueli,henry-samueli,-2.019,62,semiconductors,Technology,M,United States,"Cofounder, Chief Technology Officer and Chairman, Broadcom",1488028803343,CA,California,3561.497,545,545,http://specials-images.forbesimg.com/imageserve/57e115a64bbe6f6781c5285c/416x416.jpg?background=000000&cropX1=98&cropX2=705&cropY1=37&cropY2=645
Henry Swieca,Swieca,henry-swieca,henry-swieca,0,59,hedge funds,Finance and Investments,M,United States,"Founder, Talpion Fund Management",1488028803344,NY,New York,1731.5,1223,1223,
Henry Sy & family,Sy,henry-sy,henry-sy,-105.364,92,SM Investments Corporation,Diversified,M,Philippines,,1488028803343,,,12603.013,94,94,http://specials-images.forbesimg.com/imageserve/55d64465e4b0ffa7afe4059a/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=161&cropY2=901
Herb Chambers,Chambers,herb-chambers,herb-chambers,0,75,car dealerships,Automotive,M,United States,,1488028803344,MA,Massachusetts,1315.006,1552,1552,
Herbert Allen Jr & family,Allen,herbert-allen-jr,herbert-allen-jr,1.452,76,investment banking,Finance and Investments,M,United States,,1488028803344,NY,New York,1504.273,1380,1380,
Herbert Kohler Jr & family,Kohler,herbert-kohler-jr,herbert-kohler-jr,0,78,plumbing fixtures,Manufacturing,M,United States,"Chairman and CEO, Kohler Co.",1488028803343,WI,Wisconsin,8028.196,171,171,http://specials-images.forbesimg.com/imageserve/57e04b23a7ea430a8a1a0583/416x416.jpg?background=000000&cropX1=142&cropX2=677&cropY1=39&cropY2=574
Herbert Louis,Louis,herbert-louis,no-pic,0,88,cleaning products,Manufacturing,M,United States,,1488028803343,AZ,Arizona,3352.425,583,583,
Herbert Simon,Simon,herbert-simon,herbert-simon,-5.857,82,real estate,Real Estate,M,United States,"Chairman Emeritus of the Board of Simon Property Group, Inc., Simon Property Group",1488028803343,IN,Indiana,2866.281,711,711,http://specials-images.forbesimg.com/imageserve/293b5d780b9470f179c7e090bb65d7ba/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=111&cropY2=855
Herman Langness,Langness,herman-langness,no-pic,0,,food wholesale and retail,Food and Beverage,M,Germany,,1488028803343,,,1992.865,1057,1057,
Hideyuki Busujima,Busujima,hideyuki-busujima,no-pic,-8.2,64,pachinko machines,Gambling & Casinos,M,Japan,,1488028803344,,,1163.987,1696,1696,
Hilton Schlosberg,Schlosberg,hilton-schlosberg,no-pic,-39.719,64,energy drinks,Food and Beverage,M,United Kingdom,,1488028803344,CA,California,1436.111,1436,1436,
Hinduja family,Hinduja,hinduja,hinduja,0,,Hinduja Group,Diversified,M,United Kingdom,,1488028803343,,,15321.623,67,67,http://specials-images.forbesimg.com/imageserve/57e1a14f4bbe6f6781c530cf/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416
Hiroshi Mikitani,Mikitani,hiroshi-mikitani,hiroshi-mikitani,87.915,51,online retail,Fashion & Retail,M,Japan,,1488028803343,,,6276.991,237,237,http://specials-images.forbesimg.com/imageserve/57a34a6b31358e4fd70bd90c/416x416.jpg?background=000000&cropX1=27&cropX2=705&cropY1=26&cropY2=704
Hong Piow Teh,Teh,hong-piow-teh,hong-piow-teh,-0.659,86,banking,Finance and Investments,M,Malaysia,,1488028803343,,,4721.744,360,360,
Hong Ra-Hee,Hong,hong-ra-hee,hong-ra-hee,-45.706,71,Samsung,Technology,F,South Korea,,1488028803344,,,1859.961,1139,1139,
Hong Seok-Joh,Hong,hong-seok-joh,hong-seok-joh,37.903,64,convenience stores,Fashion & Retail,M,South Korea,BGF Retail,1488028803344,,,1628.383,1283,1283,http://specials-images.forbesimg.com/imageserve/571a73914bbe6f6f9574db13/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=137&cropY2=881
Horst Julius Pudwill,Pudwill,horst-julius-pudwill,horst-julius-pudwill,-10.516,72,manufacturing,Manufacturing,M,Germany,,1488028803344,,,1634.246,1277,1277,
Horst Paulmann & family,Paulmann,horst-paulmann,horst-paulmann,-23.605,82,retail,Fashion & Retail,M,Chile,,1488028803343,,,4760.976,349,349,
Horst Wortmann,Wortmann,horst-wortmann,horst-wortmann,0,75,footwear,Fashion & Retail,M,Germany,,1488028803343,,,2007.768,1041,1041,
Hortensia Herrero,Herrero,hortensia-herrero,hortensia-herrero,0,66,supermarkets,Fashion & Retail,F,Spain,,1488028803343,,,2794.95,735,735,
Howard Jenkins,Jenkins,howard-jenkins,no-pic,0,65,Publix,Fashion & Retail,M,United States,,1488028803344,FL,Florida,1043,1812,1812,
Howard Marks,Marks,howard-marks,howard-marks,-5.302,70,private equity,Finance and Investments,M,United States,"Chairman, Oaktree Capital Group LLC",1488028803343,NY,New York,1952.143,1086,1086,http://specials-images.forbesimg.com/imageserve/57e19ae631358e16c589c168/416x416.jpg?background=000000&cropX1=101&cropX2=668&cropY1=27&cropY2=594
Howard Schultz,Schultz,howard-schultz,howard-schultz,-6.889,63,Starbucks,Food and Beverage,M,United States,"Chairman and CEO, Starbucks",1488028803343,WA,Washington,3048.181,661,661,http://specials-images.forbesimg.com/imageserve/57e5771931358e16c589dce7/416x416.jpg?background=000000&cropX1=143&cropX2=581&cropY1=27&cropY2=465
Hu Kaijun,Hu,hu-kaijun,no-pic,23.887,55,pharmaceuticals,Healthcare,M,China,,1488028803344,,Beijing,1589.257,1316,1316,
Hua Yong,Hua,hua-yong,no-pic,52.64,53,software,Technology,M,China,,1488028803344,,Zhejiang,1094.428,1766,1766,
Huang Bingwen,Huang,huang-bingwen,no-pic,0.618,63,cigarette packaging,Manufacturing,M,Australia,,1488028803344,,Guangdong,1023.651,1833,1833,
Huang Chulong,Huang,huang-chulong,huang-chulong,0,58,real estate,Real Estate,M,Canada,,1488028803344,,Guangdong,1479.875,1402,1402,
Huang Hongyun & family,Huang,huang-hongyun,huang-hongyun,-4.187,50,real estate,Real Estate,M,China,,1488028803344,,Chongqing,1841.776,1152,1152,
Huang Li,Huang,huang-li-1,huang-li-1,4.84,53,imaging systems,Technology,M,China,,1488028803344,,Hubei,1575.2,1328,1328,
Huang Qiaoling,Huang,huang-qiaoling,huang-qiaoling,24.847,58,amusement parks,Media & Entertainment,M,China,,1488028803344,,Zhejiang,1529.748,1362,1362,
Huang Qisen,Huang,huang-qisen,huang-qisen,2.73,52,real estate,Real Estate,M,China,,1488028803344,,Fujian,1206.865,1652,1652,
Huang Rulun,Huang,huang-rulun,huang-rulun,0,65,real estate,Real Estate,M,China,,1488028803343,,Beijing,3663.517,533,533,
Huang Shih Tsai,Huang,huang-shih-tsai,huang-shih-tsai,0,65,real estate,Real Estate,M,Hong Kong,,1488028803343,,Guangdong,2762.672,740,740,
Huang Wei,Huang,huang-wei,no-pic,-2.973,57,real estate,Real Estate,M,China,,1488028803343,,Zhejiang,2698.672,758,758,
Huang Wen Tsai,Huang,huang-wen-tsai,huang-wen-tsai,0,63,real estate,Real Estate,M,China,,1488028803344,,Guangdong,1403.001,1459,1459,
Huang Wenji & family,Huang,huang-wenji,no-pic,-43.499,48,umbrellas,Manufacturing,M,China,,1488028803344,,Fujian,1341.219,1520,1520,
Huang Yi,Huang,huang-yi,no-pic,-2.086,55,auto distribution,Automotive,M,Hong Kong,,1488028803344,,Liaoning,1284.541,1578,1578,
Huang Zhenda & family,Huang,huang-zhenda,huang-zhenda,0,69,construction,Construction & Engineering,M,China,,1488028803344,,Guangdong,1873.819,1129,1129,
Hubert Burda,Burda,hubert-burda,hubert-burda,0,77,publishing,Media & Entertainment,M,Germany,,1488028803344,,,1601.525,1297,1297,
Hubertus Benteler,Benteler,hubertus-benteler,hubertus-benteler,0,70,auto parts,Automotive,M,Germany,,1488028803343,,,1987.126,1059,1059,
Hui Ka Yan,Hui,hui-ka-yan,hui-ka-yan,0,58,real estate,Real Estate,M,China,"Chairman, Evergrande Real Estate",1488028803343,,Guangdong,10341.04,129,129,
Hui Lin Chit,Hui,hui-lin-chit,hui-lin-chit,-31.857,63,hygiene products,Manufacturing,M,China,,1488028803343,,Fujian,2220.872,947,947,
Hui Wing Mau,Hui,hui-wing-mau,hui-wing-mau,-16.682,66,real estate,Real Estate,M,Hong Kong,,1488028803343,,Hong Kong,5496.417,293,293,
Huo Qinghua,Huo,huo-qinghua,no-pic,0,55,coal,Energy,M,China,,1488028803344,,Beijing,1538.954,1355,1355,
Hur Young-In,Hur,hur-young-in,hur-young-in,5.627,67,"bakeries, fast food",Food and Beverage,M,South Korea,Paris-Croissant Food,1488028803344,,,1600.302,1299,1299,http://specials-images.forbesimg.com/imageserve/571a72d94bbe6f6f9574db10/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=132&cropY2=876
Husain Djojonegoro & family,Djojonegoro,husain-djojonegoro,no-pic,0,67,consumer goods,Manufacturing,M,Indonesia,,1488028803344,,,1165.506,1694,1694,
Husnu Ozyegin,Ozyegin,husnu-ozyegin,husnu-ozyegin,0,72,"finance, diversified",Finance and Investments,M,Turkey,,1488028803343,,,3061.024,656,656,
Hussain Sajwani,Sajwani,hussain-sajwani,hussain-sajwani,0,63,real estate,Real Estate,M,United Arab Emirates,,1488028803343,,,3755.574,511,511,
Ian & Richard Livingstone,Livingstone,ian-richard-livingstone,no-pic,-0.993,,real estate,Real Estate,M,United Kingdom,,1488028803343,,,5928.983,251,251,
Ian Wood & family,Wood,ian-wood,ian-wood,0.05,74,energy services,Energy,M,United Kingdom,,1488028803344,,,1456.507,1417,1417,
Idan Ofer,Ofer,idan-ofer,idan-ofer,-9.022,61,"drilling, shipping",Diversified,M,Israel,,1488028803343,,,3082.55,653,653,
Igor Altushkin,Altushkin,igor-altushkin,igor-altushkin,0,46,metals,Metals & Mining,M,Russia,,1488028803343,,,2010.724,1040,1040,
Igor Kesaev,Kesaev,igor-kesaev,igor-kesaev,2.644,50,"tobacco distribution, retail",Fashion & Retail,M,Russia,,1488028803343,,,2457.989,854,854,
Igor Makarov,Makarov,igor-makarov,igor-makarov,0,54,gas,Energy,M,Russia,,1488028803343,,,2091,998,998,
Igor Olenicoff,Olenicoff,igor-olenicoff,igor-olenicoff,0,74,real estate,Real Estate,M,United States,,1488028803343,FL,Florida,3726.16,514,514,http://specials-images.forbesimg.com/imageserve/56d0d880e4b0c144a7f65d89/416x416.jpg?background=000000&cropX1=188&cropX2=600&cropY1=18&cropY2=431
Ihor Kolomoyskyy,Kolomoyskyy,ihor-kolomoyskyy,ihor-kolomoyskyy,-3.376,54,"banking, investments",Diversified,M,Ukraine,,1488028803344,,,1100.445,1757,1757,
Ilkka Herlin,Herlin,ilkka-herlin,ilkka-herlin,-10.502,58,"elevators, escalators",Manufacturing,M,Finland,,1488028803344,,,1361.057,1499,1499,
Ilona Herlin,Herlin,ilona-herlin,no-pic-female,-7.51,52,"elevators, escalators",Manufacturing,F,Finland,,1488028803344,,,1228.609,1634,1634,
Imogene Powers Johnson,Johnson,imogene-powers-johnson,imogene-powers-johnson,-1.848,86,cleaning products,Manufacturing,F,United States,,1488028803343,WI,Wisconsin,3841.996,483,484,
Ion Tiriac,Tiriac,ion-tiriac,ion-tiriac,0,77,"banking, insurance",Finance and Investments,M,Romania,,1488028803344,,,1136.614,1724,1724,
Ira Rennert,Rennert,ira-rennert,ira-rennert,0,82,investments,Finance and Investments,M,United States,,1488028803343,NY,New York,4051,447,447,http://specials-images.forbesimg.com/imageserve/57e06ef631358e16c589b9fd/416x416.jpg?background=000000&cropX1=90&cropX2=744&cropY1=47&cropY2=701
Iris Fontbona & family,Fontbona,iris-fontbona,no-pic-female,73.444,74,mining,Metals & Mining,F,Chile,,1488028803343,,,13524.748,84,84,
Irwin Jacobs,Jacobs,irwin-jacobs,irwin-jacobs,1.484,83,semiconductors,Technology,M,United States,"Cofounder, Qualcomm",1488028803344,CA,California,1315.202,1550,1550,
Isaac Perlmutter,Perlmutter,isaac-perlmutter,isaac-perlmutter,14.75,74,Marvel comics,Media & Entertainment,M,United States,"Chief Executive Officer, Marvel Entertainment",1488028803343,FL,Florida,4137.696,434,434,http://specials-images.forbesimg.com/imageserve/3b483235092c774cc3954789ee404120/416x416.jpg?background=000000&cropX1=117&cropX2=788&cropY1=0&cropY2=671
Isabel dos Santos,dos Santos,isabel-dos-santos,isabel-dos-santos,1.3,43,investments,Finance and Investments,F,Angola,,1488028803343,,,3179.21,620,620,
Isak Andic & family,Andic,isak-andic,isak-andic,-3.262,63,fashion retail,Fashion & Retail,M,Spain,,1488028803343,,,2226.282,946,946,
Iskander Makhmudov,Makhmudov,iskander-makhmudov,iskander-makhmudov,-0.636,53,"mining, metals, machinery",Metals & Mining,M,Russia,,1488028803343,,,6480.506,226,226,
Israel Englander,Englander,israel-englander,israel-englander,0,68,hedge funds,Finance and Investments,M,United States,"Founder, Millennium Management, L.L.C.",1488028803343,NY,New York,5150,320,320,http://specials-images.forbesimg.com/imageserve/572273864bbe6f6f957504cf/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=81&cropY2=825
Issad Rebrab & family,Rebrab,issad-rebrab,issad-rebrab,0,73,food,Food and Beverage,M,Algeria,,1488028803343,,,3059.51,657,657,
Ivan Glasenberg,Glasenberg,ivan-glasenberg,ivan-glasenberg,-57.794,60,mining,Metals & Mining,M,Switzerland,,1488028803343,,,5313.926,304,304,
J. Christopher Flowers,Flowers,j-christopher-flowers,no-pic,-0.008,59,investments,Finance and Investments,M,United States,"Founder and Managing Director, J.C. Flowers &#38; Co. LLC",1488028803344,NY,New York,1182.089,1680,1680,
J. Christopher Reyes,Reyes,j-christopher-reyes,j-christopher-reyes,0,63,food distribution,Food and Beverage,M,United States,"Co-Chairman, Reyes Holdings, LLC",1488028803343,FL,Florida,4100.718,436,436,http://specials-images.forbesimg.com/imageserve/033ba8ea1f4e0697e1ca957753400dc9/416x416.jpg?background=000000&cropX1=129&cropX2=651&cropY1=68&cropY2=590
J. Joe Ricketts,Ricketts,j-joe-ricketts,j-joe-ricketts,-2.539,75,TD Ameritrade,Finance and Investments,M,United States,,1488028803344,WY,Wyoming,1834.098,1156,1156,
J. Tomilson Hill,Hill,j-tomilson-hill,j-tomilson-hill,-4.769,68,investments,Finance and Investments,M,United States,,1488028803344,NY,New York,1235.756,1630,1630,
Jack Cowin,Cowin,jack-cowin,jack-cowin,-9.284,74,fast food,Food and Beverage,M,Australia,,1488028803344,,,1705.664,1232,1232,
Jack Dorsey,Dorsey,jack-dorsey,jack-dorsey,18.254,40,Twitter,Technology,M,United States,"CEO and Cofounder, Square, Inc.",1488028803344,CA,California,1469.319,1409,1409,
Jack & Laura Dangermond,Dangermond,jack-laura-dangermond,no-pic,0,71,mapping software,Technology,,United States,,1488028803343,CA,California,4163.433,430,430,http://specials-images.forbesimg.com/imageserve/57a39614a7ea4337c2ceee36/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=16&cropY2=756
Jack Ma,Ma,jack-ma,jack-ma,99.333,52,e-commerce,Technology,M,China,"Founder and Executive Chairman, Alibaba Group",1488028803343,,Zhejiang,28707.933,23,23,http://specials-images.forbesimg.com/imageserve/57a34b5b31358e4fd70bd984/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=29&cropY2=770
Jacky Xu,Xu,jacky-xu,no-pic,-6.521,45,apparel,Fashion & Retail,M,St. Kitts and Nevis,,1488028803343,,,3081.292,654,654,
Jacqueline Mars,Mars,jacqueline-mars,jacqueline-mars,0,77,candy,Food and Beverage,F,United States,,1488028803343,VA,Virginia,27286.471,24,24,http://specials-images.forbesimg.com/imageserve/744195b21fae1fa502d6218397986e1d/416x416.jpg?background=000000&cropX1=85&cropX2=624&cropY1=10&cropY2=550
Jacques D'Amours,D'Amours,jacques-damours,no-pic,-18.311,60,retail,Fashion & Retail,M,Canada,"Vice President and Cofounder, Alimentation Couche Tard Inc. Cl A",1488028803344,,Quebec,1595.584,1308,1308,
Jacques Saade & family,Saade,jacques-saade,jacques-saade,0,80,shipping,Logistics,M,France,,1488028803344,,,1863.963,1136,1136,
Jaime Botin,Botin,jaime-botin-1,jaime-botin-1,-8.927,80,banking,Finance and Investments,M,Spain,,1488028803344,,,1788.31,1191,1191,
Jaime Gilinski Bacal,Gilinski Bacal,jaime-gilinski-bacal,jaime-gilinski-bacal,-2.675,59,banking,Finance and Investments,M,Colombia,,1488028803343,,,3540.984,548,548,
James Cargill II,Cargill,james-cargill-ii,no-pic,0,67,Cargill,Food and Beverage,M,United States,,1488028803343,WI,Wisconsin,3928.103,465,466,
James Chambers,Chambers,james-chambers,no-pic,0,59,media,Media & Entertainment,M,United States,,1488028803343,NY,New York,8118.183,165,165,
James Clark,Clark,james-clark,james-clark,0.03,72,"Netscape, investments",Technology,M,United States,"Cofounder, Netscape Communications Corporation",1488028803343,FL,Florida,2004.334,1044,1044,http://specials-images.forbesimg.com/imageserve/57e19a304bbe6f6781c53074/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=64&cropY2=808
James Coulter,Coulter,james-coulter,james-coulter,0,57,private equity,Finance and Investments,M,United States,,1488028803343,CA,California,2110,988,988,http://specials-images.forbesimg.com/imageserve/57e1931f31358e16c589c034/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=122&cropY2=866
James Dinan,Dinan,james-dinan,james-dinan,0,57,hedge funds,Finance and Investments,M,United States,"Founder, York Capital Management",1488028803344,NY,New York,1800,1183,1183,http://specials-images.forbesimg.com/imageserve/57e1957ca7ea430a8a1a0db3/416x416.jpg?background=000000&cropX1=48&cropX2=567&cropY1=127&cropY2=646
James Dyson,Dyson,james-dyson,james-dyson,0,69,vacuums,Manufacturing,M,United Kingdom,,1488028803343,,,4232.001,419,419,
James France,France,james-france,james-france,-3.421,72,"Nascar, racing",Sports,M,United States,,1488028803343,FL,Florida,1995.154,1054,1054,http://specials-images.forbesimg.com/imageserve/57e1991931358e16c589c119/416x416.jpg?background=000000&cropX1=43&cropX2=684&cropY1=26&cropY2=667
James Goodnight,Goodnight,james-goodnight,james-goodnight,-0.477,74,software,Technology,M,United States,"CEO, SAS Institute",1488028803343,NC,North Carolina,9446.122,140,140,http://specials-images.forbesimg.com/imageserve/566b06fbe4b0ffa7afe80a9d/416x416.jpg?background=000000&cropX1=66&cropX2=672&cropY1=52&cropY2=658
James Irsay,Irsay,james-irsay,james-irsay,0,57,Indianapolis Colts,Sports,M,United States,"CEO, Indianapolis Colts",1488028803343,IN,Indiana,2520,827,827,http://specials-images.forbesimg.com/imageserve/57e18de24bbe6f6781c52f1e/416x416.jpg?background=000000&cropX1=82&cropX2=692&cropY1=8&cropY2=619
